"name","code","price","measurement","use_for","years_of_circulation","category","space","location","forsalewhat","introduction","score","suggest","location_advantage","climate","related_support","land","status"
"河南滑县优质耕地急需出租","土地编码：50597 更新时间：2018-10-20 15:40:43 666 次查看","1000","元/亩/年","耕地|水浇地","11 年","出租","240 亩","河南/安阳/滑县","","该土地位于河南安阳滑县，土地性质为耕地，面积：240亩，价格为：1000元/亩/年，可流转11年； \r\n目前用途：现地块利用现状为种植；适合项目：此地块非常适合从种植作物的项目；权证类型：农村土地承包经营权证；权证有效期限：1998年到2028年；有无政策补贴：可享受当地种粮直补、良种补贴、农资补贴、农机购置补贴、农机报废更新补贴、土壤有机质提升补助、畜牧良种补贴、动物防疫补贴、贷款贴息、贷款利息优惠、税收优惠、畜禽养殖扶植政策等政策；其它补充地块平整程度非常平整，土地肥力极高，配套设施：供电已接通、进入道路为水泥路、附属设施:农机房、晾晒场、水井等。","83.96","经济作物种植、粮油种植、休闲农业","良","良","一般","一般","优"
"安阳滑县75亩水浇地转包","土地编码：50598 更新时间：2018-10-20 15:40:43 513 次查看","面议","","耕地|水浇地","10 年","转包","75 亩","河南/安阳/滑县","","该土地位于河南安阳，土地性质为耕地，面积：75亩，价格为：900元/亩/年，可流转10年； \r\n目前用途：现地块利用现状为种植；适合项目：此地块非常适合从种植作物的项目；权证类型：农村土地承包经营权证；权证有效期限：1998年到2028年；有无政策补贴：可享受当地种粮直补、良种补贴、农资补贴、农机购置补贴、农机报废更新补贴、土壤有机质提升补助、畜牧良种补贴、动物防疫补贴、贷款贴息、贷款利息优惠、税收优惠、畜禽养殖扶植政策等政策；其它补充地块平整程度非常平整，土地肥力较高，配套设施：供电已接通、进入道路为水泥路、附属设施:农机房、晾晒场、水井等。","82.35","经济作物种植、粮油种植、休闲农业","良","良","一般","一般","优"
"安阳滑县 17亩 水浇地 出租","土地编码：50604 更新时间：2018-10-20 15:40:43 244 次查看","1200","元/亩/年","耕地|水浇地","10 年","出租","17 亩","河南/安阳/滑县","","17亩水浇地，土质肥沃，紧邻公路，有公用机井一口（电动潜水泵），浇地方便，地块尽头头有排水沟（不用担心涝灾）。可签十年以上的合同。","77.94","经济作物种植、粮油种植、休闲农业","良","良","一般","一般","优"
"安阳林州 55亩 果园 出租","土地编码：50609 更新时间：2018-10-20 15:40:43 401 次查看","面议","","园地|果园","10 年","出租","55 亩","河南/安阳/林州市","","该土地位于河南安阳，土地性质为园地，面积：55亩，价格为：面议，可流转10年；","79.79","经济作物种植、林木种植、休闲农业","良","良","一般","一般","优"
"安阳林州 100亩 其它园地 转让","土地编码：50610 更新时间：2018-10-20 15:40:43 501 次查看","面议","","园地|其它园地","60 年","转让","100 亩","河南/安阳/林州市","","有围墙，有水电及道路，适合养殖种植，交通便利，环境好","75.63","经济作物种植、林木种植、休闲农业","良","良","一般","一般","一般"
"安阳  文峰区 60亩 设施农用地 转让","土地编码：51210 更新时间：2018-10-20 15:40:42 514 次查看","230","万元","养殖用地|设施农用地","18 年","转让","60 亩","河南/安阳/文峰区","","","75.85","牲畜饲养、休闲农业、生态农场","一般","良","一般","一般","一般"
"安阳文峰厂房出租","土地编码：52464 更新时间：2018-10-20 15:40:42 390 次查看","面议","","工矿仓储|厂房","50 年","出租","1500 平米","河南/安阳/文峰区","","","","","","","","",""
"多间 仓库 厂房 便宜 招租","土地编码：53594 更新时间：2018-10-20 15:40:42 148 次查看","面议","","工矿仓储|厂房","50 年","出租","1300 平米","河南/安阳","","","","","","","","",""
"安阳3000平米大院出租","土地编码：54062 更新时间：2018-10-20 15:40:42 109 次查看","面议","","工矿仓储","20 年","出租","3000 平米","河南/安阳","","地理位置优越，水电齐全，价格面议","","","","","","",""
"安阳滑县 100亩 水浇地 出租","土地编码：50625 更新时间：2018-10-20 15:40:25 546 次查看","1500","元/亩/年","耕地|水浇地","10 年","出租","100 亩","河南/安阳/滑县","","土地分为两片，60亩和40亩，相隔不远可整合，有打井50亩一眼井 通电，面积可分割，周边有养花卉和种植蔬菜大棚的，详情致电洽谈！","78.65","经济作物种植、粮油种植、休闲农业","良","良","一般","一般","优"
"安阳滑县 400平米 宅基地 转让","土地编码：50602 更新时间：2018-10-20 15:40:24 941 次查看","5","万元","商业及住宅|宅基地","10 年","转让","400 平米","河南/安阳/滑县","","村里的在宅基地！位临大路边，南北通透，北边是庄稼地！","","","","","","",""
"安阳林州 100亩 水浇地 转让","土地编码：50612 更新时间：2018-10-20 15:40:24 425 次查看","50","万元","耕地|水浇地","5 年","转让","100 亩","河南/安阳/林州市","","有机井，可耕，可果树","74.53","经济作物种植、粮油种植、休闲农业","良","良","一般","一般","一般"
"安阳文峰区 10亩 菜园 出租","土地编码：50618 更新时间：2018-10-20 15:40:24 497 次查看","面议","","园地|菜园","10 年","出租","10 亩","河南/安阳/文峰区","","好消息\r\n     租地种菜了！交通十分便利，有一个20多亩的1号桃园，其中10亩菜园对外出租，常年热诚欢迎安阳市及周边地区热爱生活、爱好旅游的人士来这里租地种菜，每个月仅需100元即可拥有67平方米属于自家的专属菜园。\r\n 我们的愿望：\r\n   一：为您的孩子提供一个体验农村，体验“谁知盘中餐，粒粒皆辛苦”的情感机会；\r\n   二：为您提供一个回归田园、健康生活的方式，忆昔“采菊东篱下，悠然见南山”；\r\n  三：为相爱的人提供体验“男耕女织”的无限浪漫；\r\n  四：为您的团队提供一个管理员工协作交流的人性化方式，增强团队合作精神；\r\n  五：为您的家庭提供真正的无公害农产品；\r\n  六：为您带来分享劳动收获的乐趣，您可以收获属于您自己品牌的绿色蔬菜，赠送亲友或者自己食用。\r\n我们将为您提供：\r\n一块属于自己的菜地；为您提供所需的种子、农业技术指导和必要的生产工具；为您的孩子传授丰富的农业和民俗知识。\xa0","78.67","经济作物种植、蔬菜种植、休闲农业","一般","良","一般","一般","优"
"安阳滑县 200亩 水浇地 出租","土地编码：50622 更新时间：2018-10-20 15:40:24 789 次查看","1300","元/亩/年","耕地|水浇地","10 年","出租","200 亩","河南/安阳/滑县","","该土地位于河南安阳，面积：200亩，价格为：1300元/亩/年，可流转10年；适宜种植加工办厂等等，详情致电洽谈！","76.3","经济作物种植、粮油种植、休闲农业","良","良","一般","一般","一般"
"租赁750亩农业用地","土地编码：51190 更新时间：2018-10-20 15:39:55 385 次查看","950","元/亩/年","耕地","19 年","出租","750 亩","河南/安阳/安阳县","","有承包合同， 是一块水浇地\xa0","","","","","","",""
"租赁40亩水浇地","土地编码：51203 更新时间：2018-10-20 15:39:55 319 次查看","面议","","耕地|水浇地","17 年","出租","40 亩","河南/安阳/北关区","","土地平整连片，有水源，适合种养殖，具体详谈","76.6","经济作物种植、粮油种植、休闲农业","一般","良","一般","一般","一般"
"安阳厂房出租23亩","土地编码：52564 更新时间：2018-10-20 15:39:55 157 次查看","面议","","工矿仓储|厂房","20 年","出租","23 亩","河南/安阳","","","","","","","","",""
"海南保亭黎族苗族自治县52亩果园转让","土地编码：40625 更新时间：2018-10-20 15:30:13 130 次查看","530","万元","园地|果园","23 年","转让","52 亩","海南/保亭黎族苗族自治县","","周边视野开阔，环境优美，设施完善，种养结合，交通便利，果树处于高产期","83.81","经济作物种植、林木种植、休闲农业","良","优","一般","一般","优"
"海南保亭自治县22亩果园转让","土地编码：28611 更新时间：2018-10-20 15:30:12 1927 次查看","180","万元","园地|果园","19 年","转让","22 亩","海南/保亭黎族苗族自治县","","靠近5A风景区，水泥路直通果地，可做旅游避暑或者个人别墅住宅。离三亚20公里，水电路三通。证件齐全，接收就可盈利。现在种植芒果树苗700株，龙眼树400株(10年)树丰产期可打果。现因回大陆发展，底价转让，非诚勿扰。","85.28","经济作物种植、林木种植、休闲农业","良","优","良","一般","优"
"海南保亭黎族苗族自治县12.8亩果园转让","土地编码：41837 更新时间：2018-10-20 15:30:12 395 次查看","85","万元","园地|果园","30 年","转让","12.8 亩","海南/保亭黎族苗族自治县","","土地性质为园地，面积：12.80亩，价格为：85万元，可流转30年； \r\n目前用途：现地块利用现状为种植；适合项目：此地块非常适合从种植作物的项目；权证类型：农村土地承包经营权证；有无政策补贴：可享受当地贷款利息优惠等政策；配套设施：供电已接通、进入道路为土路、附属设施:生活用房等。","82.52","经济作物种植、林木种植、休闲农业","良","优","一般","一般","优"
"海南保亭自治县16亩果园转让","土地编码：66612 更新时间：2018-10-20 15:30:11 114 次查看","面议","","园地|果园","20 年","转让","16 亩","海南/保亭黎族苗族自治县","","热作所三队水泥道边，。交通便利。距外环仅三公里，手续齐全。","79.25","经济作物种植、林木种植、休闲农业","良","优","一般","一般","一般"
"海南保亭自治县133333平米商业用地转让","土地编码：25316 更新时间：2018-10-20 15:30:11 290 次查看","40000","万元","商业及住宅|商业用地","40 年","转让","133333 平米","海南/保亭黎族苗族自治县","","出售：保亭七仙岭旅游景区约200亩旅游建设用地，容积率≤0.3，转让价：200万/亩。","","","","","","",""
"海南保亭东环路边上有60亩果园转让","土地编码：28350 更新时间：2018-10-20 15:30:10 1164 次查看","面议","","园地|果园","60 年","合作","60 亩","海南/保亭黎族苗族自治县","","这块地是农村地个人承包70年，有林权证。朋友的意思可开发旅游休闲娱乐农庄，自摘果园，垂钓，农家乐。欢迎有想法的有实力的人来发掘共同发展共赢。","84.96","经济作物种植、林木种植、休闲农业","良","优","一般","一般","优"
"海南保亭黎族苗族自治县500亩果园转让","土地编码：51273 更新时间：2018-10-20 15:30:09 188 次查看","面议","","园地|果园","18 年","转让","500 亩","海南/保亭黎族苗族自治县","","园内有莲莲，芭蕉，荔枝，水电路通，房100平左右","82.88","经济作物种植、林木种植、休闲农业","良","优","一般","良","一般"
"海南保亭自治县2000亩商业用地转让","土地编码：29819 更新时间：2018-10-20 15:30:08 953 次查看","420000","万元","商业及住宅|商业用地","30 年","转让","2000 平米","海南/保亭黎族苗族自治县","","本人朋友在海南有一两块土地需要转让，大致情况如下：1、土地地点：海南省保城镇七仙岭2、土地情况：国有土地使用权证两个，一个为1025亩，一个为981亩3、土地用途：旅游开发。4、土地转让价格：42万/亩运作程序及价格也可以面谈。5、有兴趣的朋友可以电话联系","","","","","","",""
